"","FG.fine","FG","Species","Family","state","Location","biom","ID","biom94","biom.change","bodysize","coralmassives","coralencrusting","coralbranching","macroalgae","complexity","Management"
"1379","Mixed-diet Feeder","Mixed-diet Feeder","Plectroglyphidodon dickii","Pomacentridae","Recovering","Mahe W Granite",2.3822514175,"Mahe W Granite Plectroglyphidodon dickii",1.1262873595,0.181838094437586,8.30555555555556,0.875,19.875,10.5,0,3.375,"Fished"
"1380","Mixed-diet Feeder","Mixed-diet Feeder","Plectroglyphidodon johnstonianus","Pomacentridae","Recovering","Mahe W Granite",1.27053408933333,"Mahe W Granite Plectroglyphidodon johnstonianus",0,0.635267044571184,8.04878048780488,0.875,19.875,10.5,0,3.375,"Fished"
"1381","Herbivore Grazer","Herbivore","Plectroglyphidodon lacrymatus","Pomacentridae","Recovering","Mahe W Granite",0.952900567,"Mahe W Granite Plectroglyphidodon lacrymatus",0,0.571740340104517,8.49693852559393,0.875,19.875,10.5,0,3.375,"Fished"
"1386","Herbivore Excavator","Herbivore","Chlorurus atrilunula","Scaridae","Recovering","Mahe W Granite",90.26639666,"Mahe W Granite Chlorurus atrilunula",0,38.9550453816203,23.8240343347639,0.875,19.875,10.5,0,3.375,"Fished"
"1387","Herbivore Excavator","Herbivore","Chlorurus sordidus","Scaridae","Recovering","Mahe W Granite",158.9709362045,"Mahe W Granite Chlorurus sordidus",67.4414116066667,20.0124914021029,17.2966126656848,0.875,19.875,10.5,0,3.375,"Fished"
"1388","Herbivore Excavator","Herbivore","Chlorurus strongylocephalus","Scaridae","Recovering","Mahe W Granite",0,"Mahe W Granite Chlorurus strongylocephalus",45.59383579,-6.21441390139965,33.1374045801527,0.875,19.875,10.5,0,3.375,"Fished"
"1391","Herbivore Scraper","Herbivore","Scarus caudofasciatus","Scaridae","Recovering","Mahe W Granite",127.31549574,"Mahe W Granite Scarus caudofasciatus",0,42.089518355,30.7847222222222,0.875,19.875,10.5,0,3.375,"Fished"
"1393","Herbivore Scraper","Herbivore","Scarus frenatus","Scaridae","Recovering","Mahe W Granite",0,"Mahe W Granite Scarus frenatus",47.723953665,-34.6632137150447,27.3355263157895,0.875,19.875,10.5,0,3.375,"Fished"
"1395","Herbivore Scraper","Herbivore","Scarus globiceps","Scaridae","Recovering","Mahe W Granite",97.68499044,"Mahe W Granite Scarus globiceps",0,63.3465448788744,35.9347826086956,0.875,19.875,10.5,0,3.375,"Fished"
"1396","Herbivore Scraper","Herbivore","Scarus niger","Scaridae","Recovering","Mahe W Granite",57.5766277105714,"Mahe W Granite Scarus niger",37.3435125,21.9143300350583,24.9366028708134,0.875,19.875,10.5,0,3.375,"Fished"
"1397","Herbivore Scraper","Herbivore","Scarus prasiognathos","Scaridae","Recovering","Mahe W Granite",1.273334164,"Mahe W Granite Scarus prasiognathos",12.69186463,1.4053645735,14.5881962864721,0.875,19.875,10.5,0,3.375,"Fished"
"1398","Herbivore Scraper","Herbivore","Scarus psittacus","Scaridae","Recovering","Mahe W Granite",21.8136418796667,"Mahe W Granite Scarus psittacus",33.10380015,-12.1378315157394,16.3675958188153,0.875,19.875,10.5,0,3.375,"Fished"
"1399","Herbivore Scraper","Herbivore","Scarus rubroviolaceus","Scaridae","Recovering","Mahe W Granite",41.5669820284,"Mahe W Granite Scarus rubroviolaceus",26.67419194,42.82669754374,27.3267882187938,0.875,19.875,10.5,0,3.375,"Fished"
"1400","Herbivore Scraper","Herbivore","Scarus scaber","Scaridae","Recovering","Mahe W Granite",0,"Mahe W Granite Scarus scaber",36.05058623,-36.05058623,27.68,0.875,19.875,10.5,0,3.375,"Fished"
"1401","Herbivore Scraper","Herbivore","Scarus tricolor","Scaridae","Recovering","Mahe W Granite",0,"Mahe W Granite Scarus tricolor",33.015384215,-13.3774882149379,27.0584415584416,0.875,19.875,10.5,0,3.375,"Fished"
"1402","Herbivore Scraper","Herbivore","Scarus viridifucatus","Scaridae","Recovering","Mahe W Granite",9.554956157,"Mahe W Granite Scarus viridifucatus",32.2863247,-24.6149074042431,25.4705882352941,0.875,19.875,10.5,0,3.375,"Fished"
"1403","Invertivore & Piscivore","Mixed-diet Feeder","Aethaloperca rogaa","Serranidae","Recovering","Mahe W Granite",47.15427844,"Mahe W Granite Aethaloperca rogaa",30.80924228,-12.3403219043439,23.3818181818182,0.875,19.875,10.5,0,3.375,"Fished"
"1405","Piscivore","Piscivore","Cephalopholis argus","Serranidae","Recovering","Mahe W Granite",41.49235929,"Mahe W Granite Cephalopholis argus",33.446013385,20.2353194055589,30.2831050228311,0.875,19.875,10.5,0,3.375,"Fished"
"1407","Piscivore","Piscivore","Cephalopholis miniata","Serranidae","Recovering","Mahe W Granite",0,"Mahe W Granite Cephalopholis miniata",38.566576925,-32.940355469,22.5806451612903,0.875,19.875,10.5,0,3.375,"Fished"
"1408","Piscivore","Piscivore","Cephalopholis urodeta","Serranidae","Recovering","Mahe W Granite",6.546278342,"Mahe W Granite Cephalopholis urodeta",0,2.4208075011412,18.1190476190476,0.875,19.875,10.5,0,3.375,"Fished"
"1409","Piscivore","Piscivore","Epinephelus coeruleopunctatus","Serranidae","Recovering","Mahe W Granite",0,"Mahe W Granite Epinephelus coeruleopunctatus",29.95174259,-29.95174259,31.3846153846154,0.875,19.875,10.5,0,3.375,"Fished"
"1415","Herbivore Browser","Herbivore","Siganus argenteus","Siganidae","Recovering","Mahe W Granite",17.674517645,"Mahe W Granite Siganus argenteus",31.1177825366667,-18.7502691466636,22.9469578783151,0.875,19.875,10.5,0,3.375,"Fished"
"1417","Herbivore Grazer","Herbivore","Siganus stellatus","Siganidae","Recovering","Mahe W Granite",23.91831409,"Mahe W Granite Siganus stellatus",44.97001357,-33.8585637670695,24.5566037735849,0.875,19.875,10.5,0,3.375,"Fished"
"1419","Invertivore","Invertivore","Zanclus cornutus","Zanclidae","Recovering","Mahe W Granite",3.806246094,"Mahe W Granite Zanclus cornutus",5.991945805,0.288179191903797,13.9429347826087,0.875,19.875,10.5,0,3.375,"Fished"
"1420","Herbivore Grazer","Herbivore","Acanthurus leucosternon","Acanthuridae","Recovering","Mahe W Patch",0,"Mahe W Patch Acanthurus leucosternon",18.93509952,-18.2824630208,16.0612244897959,11.5,0.75,19.75,0,2.875,"Fished"
"1422","Herbivore Grazer","Herbivore","Acanthurus nigrofuscus","Acanthuridae","Recovering","Mahe W Patch",15.7005113824,"Mahe W Patch Acanthurus nigrofuscus",15.6814782287143,-5.42874436594855,13.7090301003344,11.5,0.75,19.75,0,2.875,"Fished"
"1426","Herbivore Grazer","Herbivore","Ctenochaetus striatus","Acanthuridae","Recovering","Mahe W Patch",10.288654945,"Mahe W Patch Ctenochaetus striatus",45.8073002914,-36.7416907993952,16.3412042502952,11.5,0.75,19.75,0,2.875,"Fished"
"1427","Herbivore Grazer","Herbivore","Ctenochaetus truncatus","Acanthuridae","Recovering","Mahe W Patch",1.755851423,"Mahe W Patch Ctenochaetus truncatus",7.144482198,-6.7933119134,14.8716707021792,11.5,0.75,19.75,0,2.875,"Fished"
"1428","Herbivore Browser","Herbivore","Naso elegans","Acanthuridae","Recovering","Mahe W Patch",0,"Mahe W Patch Naso elegans",105.74802044,-105.74802044,30.6751269035533,11.5,0.75,19.75,0,2.875,"Fished"
"1431","Herbivore Grazer","Herbivore","Zebrasoma scopas","Acanthuridae","Recovering","Mahe W Patch",4.058725029,"Mahe W Patch Zebrasoma scopas",10.658506184,-9.8467611782,14.3285714285714,11.5,0.75,19.75,0,2.875,"Fished"
"1432","Invertivore","Invertivore","Sufflamen chrysopterum","Balistidae","Recovering","Mahe W Patch",6.33302935325,"Mahe W Patch Sufflamen chrysopterum",6.204855377,1.00022783796075,14.8461538461538,11.5,0.75,19.75,0,2.875,"Fished"
"1433","Mixed-diet Feeder","Mixed-diet Feeder","Chaetodon auriga","Chaetodontidae","Recovering","Mahe W Patch",0,"Mahe W Patch Chaetodon auriga",5.42158759,-4.43903744,12.5583941605839,11.5,0.75,19.75,0,2.875,"Fished"
"1434","Mixed-diet Feeder","Mixed-diet Feeder","Chaetodon guttatissimus","Chaetodontidae","Recovering","Mahe W Patch",0.941094798,"Mahe W Patch Chaetodon guttatissimus",0,0.1882189596,10.0724637681159,11.5,0.75,19.75,0,2.875,"Fished"
"1435","Mixed-diet Feeder","Mixed-diet Feeder","Chaetodon kleinii","Chaetodontidae","Recovering","Mahe W Patch",0,"Mahe W Patch Chaetodon kleinii",1.3799970185,-0.440230361933333,10.3333333333333,11.5,0.75,19.75,0,2.875,"Fished"
"1437","Mixed-diet Feeder","Mixed-diet Feeder","Chaetodon lunula","Chaetodontidae","Recovering","Mahe W Patch",0,"Mahe W Patch Chaetodon lunula",22.015867381,-21.2264378720682,13.7194244604317,11.5,0.75,19.75,0,2.875,"Fished"
"1440","Corallivore","Corallivore","Chaetodon trifascialis","Chaetodontidae","Recovering","Mahe W Patch",2.12069227633333,"Mahe W Patch Chaetodon trifascialis",0,0.952839857766667,10.7625,11.5,0.75,19.75,0,2.875,"Fished"
"1441","Corallivore","Corallivore","Chaetodon trifasciatus","Chaetodontidae","Recovering","Mahe W Patch",9.6844452805,"Mahe W Patch Chaetodon trifasciatus",4.77317134533333,1.38781398562794,11.175,11.5,0.75,19.75,0,2.875,"Fished"
"1448","Invertivore","Invertivore","Anampses meleagrides","Labridae","Recovering","Mahe W Patch",2.959892174,"Mahe W Patch Anampses meleagrides",2.0868623505,1.0748181535799,11.1612903225806,11.5,0.75,19.75,0,2.875,"Fished"
"1449","Invertivore","Invertivore","Bodianus axillaris","Labridae","Recovering","Mahe W Patch",2.965218269,"Mahe W Patch Bodianus axillaris",0,1.65247709840996,13.8814432989691,11.5,0.75,19.75,0,2.875,"Fished"
"1450","Invertivore","Invertivore","Cheilinus fasciatus","Labridae","Recovering","Mahe W Patch",0,"Mahe W Patch Cheilinus fasciatus",21.88638992,-21.88638992,21.3333333333333,11.5,0.75,19.75,0,2.875,"Fished"
"1451","Invertivore","Invertivore","Cheilinus trilobatus","Labridae","Recovering","Mahe W Patch",26.856491517,"Mahe W Patch Cheilinus trilobatus",27.735943844,-14.5887358604505,19.4168618266979,11.5,0.75,19.75,0,2.875,"Fished"
"1452","Invertivore","Invertivore","Coris formosa","Labridae","Recovering","Mahe W Patch",0,"Mahe W Patch Coris formosa",24.52768659,16.0202225938321,29.0544217687075,11.5,0.75,19.75,0,2.875,"Fished"
"1453","Invertivore & Piscivore","Mixed-diet Feeder","Epibulus insidiator","Labridae","Recovering","Mahe W Patch",6.34476918866667,"Mahe W Patch Epibulus insidiator",26.58149993,-23.9668384298517,17.35,11.5,0.75,19.75,0,2.875,"Fished"
"1454","Invertivore","Invertivore","Gomphosus caeruleus","Labridae","Recovering","Mahe W Patch",5.23214312,"Mahe W Patch Gomphosus caeruleus",5.1793338405,-0.869435405331465,12.862426035503,11.5,0.75,19.75,0,2.875,"Fished"
"1456","Invertivore","Invertivore","Halichoeres hortulanus","Labridae","Recovering","Mahe W Patch",5.1100741564,"Mahe W Patch Halichoeres hortulanus",16.1543566453333,-8.41571556726663,13.689552238806,11.5,0.75,19.75,0,2.875,"Fished"
"1457","Invertivore","Invertivore","Halichoeres marginatus","Labridae","Recovering","Mahe W Patch",2.17041869533333,"Mahe W Patch Halichoeres marginatus",0,3.14980732873441,11.6423841059603,11.5,0.75,19.75,0,2.875,"Fished"
"1458","Invertivore","Invertivore","Halichoeres scapularis","Labridae","Recovering","Mahe W Patch",0,"Mahe W Patch Halichoeres scapularis",6.223542925,-6.223542925,12.46,11.5,0.75,19.75,0,2.875,"Fished"
"1459","Invertivore","Invertivore","Hemigymnus fasciatus","Labridae","Recovering","Mahe W Patch",11.774215292,"Mahe W Patch Hemigymnus fasciatus",15.01902973,-4.98133611098795,19.3065843621399,11.5,0.75,19.75,0,2.875,"Fished"
"1460","Invertivore","Invertivore","Hemigymnus melapterus","Labridae","Recovering","Mahe W Patch",19.78281651,"Mahe W Patch Hemigymnus melapterus",0,21.109721803177,25.0253164556962,11.5,0.75,19.75,0,2.875,"Fished"
"1461","Corallivore","Corallivore","Labrichthys unilineatus","Labridae","Recovering","Mahe W Patch",6.44261158425,"Mahe W Patch Labrichthys unilineatus",0,2.42595462380311,10.7175792507205,11.5,0.75,19.75,0,2.875,"Fished"
"1463","Invertivore","Invertivore","Labroides dimidiatus","Labridae","Recovering","Mahe W Patch",0.779836713,"Mahe W Patch Labroides dimidiatus",0,0.649806150935992,9.53145695364238,11.5,0.75,19.75,0,2.875,"Fished"
"1464","Invertivore","Invertivore","Macropharyngodon bipartitus","Labridae","Recovering","Mahe W Patch",0.876099241,"Mahe W Patch Macropharyngodon bipartitus",0,1.71446251964146,9.07831325301205,11.5,0.75,19.75,0,2.875,"Fished"
"1466","Piscivore","Piscivore","Oxycheilinus digramma","Labridae","Recovering","Mahe W Patch",10.7402790083333,"Mahe W Patch Oxycheilinus digramma",22.716607271,-17.7453144620257,15.9580838323353,11.5,0.75,19.75,0,2.875,"Fished"
"1467","Invertivore","Invertivore","Stethojulis albovittata","Labridae","Recovering","Mahe W Patch",0.71790705,"Mahe W Patch Stethojulis albovittata",0,1.63688174961495,10.7903780068729,11.5,0.75,19.75,0,2.875,"Fished"
"1469","Invertivore","Invertivore","Thalassoma hebraicum","Labridae","Recovering","Mahe W Patch",2.76053084483333,"Mahe W Patch Thalassoma hebraicum",3.9845863698,-0.285658071317293,13.2161785216179,11.5,0.75,19.75,0,2.875,"Fished"
"1470","Invertivore","Invertivore","Thalassoma lunare","Labridae","Recovering","Mahe W Patch",2.92885699028571,"Mahe W Patch Thalassoma lunare",0,3.45413156414951,13.2594936708861,11.5,0.75,19.75,0,2.875,"Fished"
"1472","Invertivore & Piscivore","Mixed-diet Feeder","Lethrinus harak","Lethrinidae","Recovering","Mahe W Patch",0,"Mahe W Patch Lethrinus harak",51.15323582,-42.051437096,31.4645390070922,11.5,0.75,19.75,0,2.875,"Fished"
"1479","Invertivore","Invertivore","Monotaxis grandoculis","Lethrinidae","Recovering","Mahe W Patch",0,"Mahe W Patch Monotaxis grandoculis",35.35450659,-35.35450659,29.625,11.5,0.75,19.75,0,2.875,"Fished"
"1482","Piscivore","Piscivore","Lutjanus bohar","Lutjanidae","Recovering","Mahe W Patch",7.126151017,"Mahe W Patch Lutjanus bohar",0,8.9930895608678,26.3741935483871,11.5,0.75,19.75,0,2.875,"Fished"
"1488","Invertivore","Invertivore","Cantherhines pardalis","Monacanthidae","Recovering","Mahe W Patch",2.9295423502,"Mahe W Patch Cantherhines pardalis",6.28976845566667,-4.28286847297667,14.0642857142857,11.5,0.75,19.75,0,2.875,"Fished"
"1489","Corallivore","Corallivore","Oxymonacanthus longirostris","Monacanthidae","Recovering","Mahe W Patch",5.587498064875,"Mahe W Patch Oxymonacanthus longirostris",1.250217296,1.0752040245,8.18724696356275,11.5,0.75,19.75,0,2.875,"Fished"
"1490","Invertivore & Piscivore","Mixed-diet Feeder","Mulloidichthys flavolineatus","Mullidae","Recovering","Mahe W Patch",0,"Mahe W Patch Mulloidichthys flavolineatus",63.31632792,-51.950309002,19.421686746988,11.5,0.75,19.75,0,2.875,"Fished"
"1494","Invertivore","Invertivore","Parupeneus macronemus","Mullidae","Recovering","Mahe W Patch",2.9855419915,"Mahe W Patch Parupeneus macronemus",4.447808095,-1.03976758697794,14.3498402555911,11.5,0.75,19.75,0,2.875,"Fished"
"1497","Invertivore","Invertivore","Scolopsis frenatus","Nemipteridae","Recovering","Mahe W Patch",15.1504283583333,"Mahe W Patch Scolopsis frenatus",27.360973035,-9.74473367619496,19.7291910902696,11.5,0.75,19.75,0,2.875,"Fished"
"1498","Invertivore","Invertivore","Apolemichthys trimaculatus","Pomacanthidae","Recovering","Mahe W Patch",0,"Mahe W Patch Apolemichthys trimaculatus",8.115472951,-1.037021129,15,11.5,0.75,19.75,0,2.875,"Fished"
"1499","Invertivore","Invertivore","Centropyge multispinis","Pomacanthidae","Recovering","Mahe W Patch",3.3959511625,"Mahe W Patch Centropyge multispinis",5.73343911633333,-0.516363065142054,10.9078341013825,11.5,0.75,19.75,0,2.875,"Fished"
"1500","Invertivore","Invertivore","Pomacanthus imperator","Pomacanthidae","Recovering","Mahe W Patch",28.148987735,"Mahe W Patch Pomacanthus imperator",25.486487939,-14.4104887915,22.2255639097744,11.5,0.75,19.75,0,2.875,"Fished"
"1501","Invertivore","Invertivore","Pomacanthus semicirculatus","Pomacanthidae","Recovering","Mahe W Patch",0,"Mahe W Patch Pomacanthus semicirculatus",29.02953681,-29.02953681,19.8024691358025,11.5,0.75,19.75,0,2.875,"Fished"
"1502","Planktivore","Planktivore","Amblyglyphidodon leucogaster","Pomacentridae","Recovering","Mahe W Patch",4.234260421375,"Mahe W Patch Amblyglyphidodon leucogaster",0,3.2368920960235,8.91766109785203,11.5,0.75,19.75,0,2.875,"Fished"
"1503","Planktivore","Planktivore","Chromis atripectoralis","Pomacentridae","Recovering","Mahe W Patch",1.065429464,"Mahe W Patch Chromis atripectoralis",0,7.96877547882709,8.23706896551724,11.5,0.75,19.75,0,2.875,"Fished"
"1505","Planktivore","Planktivore","Chromis weberi","Pomacentridae","Recovering","Mahe W Patch",3.90141384,"Mahe W Patch Chromis weberi",2.28513801166667,19.2873848641514,8.47293640054127,11.5,0.75,19.75,0,2.875,"Fished"
"1508","Mixed-diet Feeder","Mixed-diet Feeder","Plectroglyphidodon dickii","Pomacentridae","Recovering","Mahe W Patch",2.16588132275,"Mahe W Patch Plectroglyphidodon dickii",2.3822514175,-1.94907515295,8.30555555555556,11.5,0.75,19.75,0,2.875,"Fished"
"1509","Mixed-diet Feeder","Mixed-diet Feeder","Plectroglyphidodon johnstonianus","Pomacentridae","Recovering","Mahe W Patch",1.19112570875,"Mahe W Patch Plectroglyphidodon johnstonianus",0.952900567,-0.52409531185,8.04878048780488,11.5,0.75,19.75,0,2.875,"Fished"
"1510","Herbivore Grazer","Herbivore","Plectroglyphidodon lacrymatus","Pomacentridae","Recovering","Mahe W Patch",7.980542248625,"Mahe W Patch Plectroglyphidodon lacrymatus",0,5.93922220822809,8.49693852559393,11.5,0.75,19.75,0,2.875,"Fished"
"1511","Herbivore Grazer","Herbivore","Pomacentrus trilineatus","Pomacentridae","Recovering","Mahe W Patch",3.006698611,"Mahe W Patch Pomacentrus trilineatus",0,1.95433411164066,8.53107861060329,11.5,0.75,19.75,0,2.875,"Fished"
"1512","Herbivore Grazer","Herbivore","Stegastes nigricans","Pomacentridae","Recovering","Mahe W Patch",1.820461717,"Mahe W Patch Stegastes nigricans",0,0.3640923434,9.69230769230769,11.5,0.75,19.75,0,2.875,"Fished"
"1514","Herbivore Excavator","Herbivore","Cetoscarus bicolor","Scaridae","Recovering","Mahe W Patch",33.41978369,"Mahe W Patch Cetoscarus bicolor",81.08846259,-73.716079521626,24.625,11.5,0.75,19.75,0,2.875,"Fished"
"1515","Herbivore Excavator","Herbivore","Chlorurus atrilunula","Scaridae","Recovering","Mahe W Patch",0,"Mahe W Patch Chlorurus atrilunula",45.283412915,-34.7528681659969,23.8240343347639,11.5,0.75,19.75,0,2.875,"Fished"
"1516","Herbivore Excavator","Herbivore","Chlorurus sordidus","Scaridae","Recovering","Mahe W Patch",109.353855418375,"Mahe W Patch Chlorurus sordidus",38.9087354336,54.252314194911,17.2966126656848,11.5,0.75,19.75,0,2.875,"Fished"
"1517","Herbivore Excavator","Herbivore","Chlorurus strongylocephalus","Scaridae","Recovering","Mahe W Patch",30.8136296865,"Mahe W Patch Chlorurus strongylocephalus",54.45652459,-16.5034946256165,33.1374045801527,11.5,0.75,19.75,0,2.875,"Fished"
"1518","Herbivore Scraper","Herbivore","Hipposcarus harid","Scaridae","Recovering","Mahe W Patch",0,"Mahe W Patch Hipposcarus harid",108.99498914,-108.99498914,33.140243902439,11.5,0.75,19.75,0,2.875,"Fished"
"1521","Herbivore Scraper","Herbivore","Scarus falcipinnis","Scaridae","Recovering","Mahe W Patch",0,"Mahe W Patch Scarus falcipinnis",61.05300952,-19.01527324,31.4583333333333,11.5,0.75,19.75,0,2.875,"Fished"
"1522","Herbivore Scraper","Herbivore","Scarus frenatus","Scaridae","Recovering","Mahe W Patch",0,"Mahe W Patch Scarus frenatus",22.63572921,-19.9154248262528,27.3355263157895,11.5,0.75,19.75,0,2.875,"Fished"
"1525","Herbivore Scraper","Herbivore","Scarus niger","Scaridae","Recovering","Mahe W Patch",79.6960807396,"Mahe W Patch Scarus niger",55.05108343,6.24871239402177,24.9366028708134,11.5,0.75,19.75,0,2.875,"Fished"
